From;To;Type;Through;start_x;start_y;stop_x;stop_y;adjacency_rule_name;Comment
6256;5759;impassable;-1;-1;-1;-1;-1;;Molten Core
6256;5764;impassable;-1;-1;-1;-1;-1;;Molten Core
6250;5764;impassable;-1;-1;-1;-1;-1;;Molten Core
6250;5757;impassable;-1;-1;-1;-1;-1;;Molten Core
6250;5761;impassable;-1;-1;-1;-1;-1;;Molten Core
6236;5761;impassable;-1;-1;-1;-1;-1;;Molten Core

7507;7511;impassable;-1;-1;-1;-1;-1;;Blackwing Descent
7507;6183;impassable;-1;-1;-1;-1;-1;;Blackwing Descent
7507;6211;impassable;-1;-1;-1;-1;-1;;Blackwing Descent

6200;4632;impassable;-1;-1;-1;-1;-1;;Blackrock City-W.Ash Field
6177;4632;impassable;-1;-1;-1;-1;-1;;Blackrock Halls-W.Ash Field
6177;918;impassable;-1;-1;-1;-1;-1;;Blackrock Halls-W.Ash Field
6190;918;impassable;-1;-1;-1;-1;-1;;Blackrock Halls-W.Ash Field
6178;918;impassable;-1;-1;-1;-1;-1;;Blackrock Halls-W.Ash Field
6178;4643;impassable;-1;-1;-1;-1;-1;;Blackrock Halls-E.Ash Field
7502;4643;impassable;-1;-1;-1;-1;-1;;Blackwing Lair-E.Ash Field
7502;4644;impassable;-1;-1;-1;-1;-1;;Blackwing Lair-E.Ash Field
7502;4622;impassable;-1;-1;-1;-1;-1;;Blackwing Lair-E.Ash Field
6191;4622;impassable;-1;-1;-1;-1;-1;;Blackwing Lair-E.Ash Field
6191;921;impassable;-1;-1;-1;-1;-1;;Blackwing Lair-Flamecrest
6327;921;impassable;-1;-1;-1;-1;-1;;Blackwing Descent-Flamecrest
6327;7512;impassable;-1;-1;-1;-1;-1;;Blackwing Descent-Margol's Valley
6327;3929;impassable;-1;-1;-1;-1;-1;;Blackwing Descent-Margol's Valley
7507;3929;impassable;-1;-1;-1;-1;-1;;Blackwing Descent-Margol's Valley
7511;3929;impassable;-1;-1;-1;-1;-1;;The Rookery-Margol's Valley
7511;963;impassable;-1;-1;-1;-1;-1;;The Rookery-Sea of Cinders
6184;963;impassable;-1;-1;-1;-1;-1;;The Rookery-Sea of Cinders
6184;3933;impassable;-1;-1;-1;-1;-1;;The Rookery-Sea of Cinders
2725;3933;impassable;-1;-1;-1;-1;-1;;Blackrock City-Sea of Cinders
2725;3930;impassable;-1;-1;-1;-1;-1;;Blackrock City-Sea of Cinders
958;3930;impassable;-1;-1;-1;-1;-1;;Blackrock City-Sea of Cinders
958;3954;impassable;-1;-1;-1;-1;-1;;Blackrock City-Iron Summit
6194;3954;impassable;-1;-1;-1;-1;-1;;Blackrock City-Iron Summit
6194;3959;impassable;-1;-1;-1;-1;-1;;Blackrock City-Iron Summit

######################################################################################################
#Stormwind
######################################################################################################
2407;2402;sea;2370;-1;-1;-1;-1;; N. Stormwind Lake
2407;2416;sea;2370;-1;-1;-1;-1;; N. Stormwind Lake
2407;2406;sea;2370;-1;-1;-1;-1;; N. Stormwind Lake
2414;2406;sea;2370;-1;-1;-1;-1;; N. Stormwind Lake

######################################################################################################
#Elwynn Forest
######################################################################################################
6901;2581;sea;318;-1;-1;-1;-1;; Stone Cairn lake
1724;2559;sea;318;-1;-1;-1;-1;; Stone Cairn lake

2557;6048;impassable;-1;-1;-1;-1;-1;;Crystal Lake-Nortshire Vineyard
2564;6048;impassable;-1;-1;-1;-1;-1;;Crystal Lake-Nortshire Vineyard
2564;2491;impassable;-1;-1;-1;-1;-1;;Crystal Lake-Nortshire Vineyard
2556;2491;impassable;-1;-1;-1;-1;-1;;Crystal Lake-Nortshire Vineyard
2561;2491;impassable;-1;-1;-1;-1;-1;;Northshire Valley-Nortshire Vineyard

######################################################################################################
#Duskwood
######################################################################################################
2094;2075;impassable;-1;-1;-1;-1;-1;;Twilight Grove-Central Duskwood
2094;6867;impassable;-1;-1;-1;-1;-1;;W.Darkened Bank
2094;6873;impassable;-1;-1;-1;-1;-1;;W.Darkened Bank
2103;6873;impassable;-1;-1;-1;-1;-1;;W.Darkened Bank
2103;6918;impassable;-1;-1;-1;-1;-1;;W.Darkened Bank
2103;2513;impassable;-1;-1;-1;-1;-1;;W.Darkened Bank
2103;2114;impassable;-1;-1;-1;-1;-1;;E.Darkened Bank
2083;2114;impassable;-1;-1;-1;-1;-1;;E.Darkened Bank
2083;2116;impassable;-1;-1;-1;-1;-1;;E.Darkened Bank
2083;2186;impassable;-1;-1;-1;-1;-1;;Brightwood Grove
2089;2186;impassable;-1;-1;-1;-1;-1;;Brightwood Grove
2089;2100;impassable;-1;-1;-1;-1;-1;;Brightwood Grove
2089;2471;impassable;-1;-1;-1;-1;-1;;Brightwood Grove
2089;1994;impassable;-1;-1;-1;-1;-1;;Duskwood Road

######################################################################################################
#Westfall
######################################################################################################
2306;5524;impassable;-1;-1;-1;-1;-1;;Deadmines-Moonbrook
1720;6904;impassable;-1;-1;-1;-1;-1;;Deadmines-Dagger Mine
1720;2176;impassable;-1;-1;-1;-1;-1;;Deadmines-Dagger Mine
1721;2176;impassable;-1;-1;-1;-1;-1;;Deadmines-Dagger Mine
5436;2176;impassable;-1;-1;-1;-1;-1;;Dagger Mine-Yojamba Isle
5436;1721;impassable;-1;-1;-1;-1;-1;;Deadmine-Yojamba Isle
5436;1714;impassable;-1;-1;-1;-1;-1;;Deadmine-Yojamba Isle

######################################################################################################
#Deadwind Pass
######################################################################################################
6042;2792;impassable;-1;-1;-1;-1;-1;;Kharazhan cliffs
2778;2792;impassable;-1;-1;-1;-1;-1;;Kharazhan cliffs
2778;2794;impassable;-1;-1;-1;-1;-1;;Kharazhan cliffs
2790;2794;impassable;-1;-1;-1;-1;-1;;Kharazhan cliffs
2790;2800;impassable;-1;-1;-1;-1;-1;;Kharazhan cliffs
2266;2800;impassable;-1;-1;-1;-1;-1;;Kharazhan cliffs

######################################################################################################
#Swamp of sorrows
######################################################################################################
2616;2638;sea;311;-1;-1;-1;-1;;temple of atal hakkar
798;2637;sea;311;-1;-1;-1;-1;;temple of atal hakkar
798;2295;sea;311;-1;-1;-1;-1;;temple of atal hakkar

######################################################################################################
#Zul Gurub
######################################################################################################
1328;2608;sea;680;-1;-1;-1;-1;;altar of the blood god
2590;1662;sea;680;-1;-1;-1;-1;;altar of the blood god

######################################################################################################
#stranglethorn vale
######################################################################################################
393;1693;sea;1582;-1;-1;-1;-1;;Zul'kunda northern stranglethorn

524;5436;sea;1582;-1;-1;-1;-1;;yojamba isle

######################################################################################################
#cape of stranglethorn
######################################################################################################

1626;500;sea;1560;-1;-1;-1;-1;;Booty Bay

1626;1619;impassable;-1;-1;-1;-1;-1;;Booty Bay - Wild Shore
1570;1619;impassable;-1;-1;-1;-1;-1;;Booty Bay - Wild Shore
1571;1619;impassable;-1;-1;-1;-1;-1;;Booty Bay - Wild Shore
1571;1624;impassable;-1;-1;-1;-1;-1;;Booty Bay - Wild Shore
1569;1624;impassable;-1;-1;-1;-1;-1;;Booty Bay - Wild Shore
1569;1625;impassable;-1;-1;-1;-1;-1;;Booty Bay - Wild Shore
1572;1625;impassable;-1;-1;-1;-1;-1;;Booty Bay - Wild Shore
1572;1616;impassable;-1;-1;-1;-1;-1;;Booty Bay - Wild Shore

5577;1573;impassable;-1;-1;-1;-1;-1;;Booty Bay - S. Mistvale Valley

1619;1613;sea;1559;-1;-1;-1;-1;;Wild Shore south stranglethorn
1612;1613;sea;1559;-1;-1;-1;-1;;Wild Shore south stranglethorn
1612;414;sea;1559;-1;-1;-1;-1;;Wild Shore south stranglethorn
1623;414;sea;1559;-1;-1;-1;-1;;Wild Shore south stranglethorn

######################################################################################################
#Pludner Isle
######################################################################################################

5454;5439;sea;1574;-1;-1;-1;-1;;Hiji

880;5666;sea;1587;-1;-1;-1;-1;;Den of the Cold Eye
880;5466;sea;1587;-1;-1;-1;-1;;Den of the Cold Eye

######################################################################################################
#eye of azshara
######################################################################################################
8138;8186;sea;1767;-1;-1;-1;-1;;eye of azshara
8138;8199;sea;1767;-1;-1;-1;-1;;eye of azshara
8152;8213;sea;1767;-1;-1;-1;-1;;eye of azshara
8152;8141;sea;1767;-1;-1;-1;-1;;eye of azshara

######################################################################################################
#broken shore/acherus rocks
######################################################################################################
6078;6090;sea;5144;-1;-1;-1;-1;;archerus rocks

622;6065;sea;7320;-1;-1;-1;-1;;broken shore
5908;5936;sea;7320;-1;-1;-1;-1;;broken shore
6064;1330;sea;7320;-1;-1;-1;-1;;broken shore
6064;6066;sea;7320;-1;-1;-1;-1;;broken shore

######################################################################################################
#surumar
######################################################################################################
8568;8472;sea;5131;-1;-1;-1;-1;;Sashj'tar
8568;8438;sea;5131;-1;-1;-1;-1;;Sashj'tar
8568;8423;sea;5131;-1;-1;-1;-1;;Sashj'tar
8438;8423;sea;5131;-1;-1;-1;-1;;Sashj'tar
8421;8423;sea;5131;-1;-1;-1;-1;;Sashj'tar
8421;8427;sea;5131;-1;-1;-1;-1;;Sashj'tar

######################################################################################################
#Stormheim
######################################################################################################
9299;8616;sea;368;-1;-1;-1;-1;;NW stormheim

9219;9214;sea;3045;-1;-1;-1;-1;;SW stormheim
9195;9191;sea;5112;-1;-1;-1;-1;;SW stormheim


9244;9267;sea;8599;-1;-1;-1;-1;;tideskorn harbor
9244;9237;sea;8599;-1;-1;-1;-1;;tideskorn harbor

######################################################################################################
#spires of arak
######################################################################################################
10536;10695;impassable;-1;-1;-1;-1;-1;;western taldor border
10536;10694;impassable;-1;-1;-1;-1;-1;;western taldor border

10538;6856;impassable;-1;-1;-1;-1;-1;;eastern taldor border
10538;10698;impassable;-1;-1;-1;-1;-1;;eastern taldor border
6348;10698;impassable;-1;-1;-1;-1;-1;;eastern taldor border
6348;10702;impassable;-1;-1;-1;-1;-1;;eastern taldor border

######################################################################################################
#shadowmoon valley
######################################################################################################
6693;6795;sea;6429;-1;-1;-1;-1;;socrethar's rise

6701;10503;impassable;-1;-1;-1;-1;-1;;southern arak border
6701;10511;impassable;-1;-1;-1;-1;-1;;southern arak border
6713;10511;impassable;-1;-1;-1;-1;-1;;southern arak border
6717;10511;impassable;-1;-1;-1;-1;-1;;southern arak border
6717;10427;impassable;-1;-1;-1;-1;-1;;southern arak border
10402;10427;impassable;-1;-1;-1;-1;-1;;southern arak border
6674;10427;impassable;-1;-1;-1;-1;-1;;southern arak border
6674;10428;impassable;-1;-1;-1;-1;-1;;southern arak border

6759;10431;impassable;-1;-1;-1;-1;-1;;northern arak border
6759;10432;impassable;-1;-1;-1;-1;-1;;northern arak border
6798;10432;impassable;-1;-1;-1;-1;-1;;northern arak border
6809;10432;impassable;-1;-1;-1;-1;-1;;northern arak border
6809;10660;impassable;-1;-1;-1;-1;-1;;northern arak border
6809;10703;impassable;-1;-1;-1;-1;-1;;northern arak border
10404;10703;impassable;-1;-1;-1;-1;-1;;northern arak border
10404;10712;impassable;-1;-1;-1;-1;-1;;northern arak border
10404;10718;impassable;-1;-1;-1;-1;-1;;northern arak border
6813;10718;impassable;-1;-1;-1;-1;-1;;northern arak border
6813;10725;impassable;-1;-1;-1;-1;-1;;northern arak border
6778;10725;impassable;-1;-1;-1;-1;-1;;northern arak border
6778;10541;impassable;-1;-1;-1;-1;-1;;northern arak border

######################################################################################################
#nagarand
######################################################################################################
9795;10434;sea;6439;-1;-1;-1;-1;;redwalker grommashar
9795;10435;sea;6439;-1;-1;-1;-1;;redwalker grommashar

10716;10438;impassable;-1;-1;-1;-1;-1;;south border

10744;9801;impassable;-1;-1;-1;-1;-1;;shattrath
10752;10450;impassable;-1;-1;-1;-1;-1;;shattrath
10450;10756;impassable;-1;-1;-1;-1;-1;;shattrath
6340;10756;impassable;-1;-1;-1;-1;-1;;shattrath
6340;10766;impassable;-1;-1;-1;-1;-1;;shattrath
10766;10465;impassable;-1;-1;-1;-1;-1;;shattrath
10791;10471;impassable;-1;-1;-1;-1;-1;;shattrath
10798;10471;impassable;-1;-1;-1;-1;-1;;shattrath
10798;9809;impassable;-1;-1;-1;-1;-1;;shattrath

######################################################################################################
#talador
######################################################################################################
10805;10716;sea;6439;-1;-1;-1;-1;;redwalker island

######################################################################################################
#gorgrond
######################################################################################################
10804;10552;impassable;-1;-1;-1;-1;-1;;talador border
10804;10479;impassable;-1;-1;-1;-1;-1;;talador border
10808;10479;impassable;-1;-1;-1;-1;-1;;talador border
10808;10555;impassable;-1;-1;-1;-1;-1;;talador border
9825;10555;impassable;-1;-1;-1;-1;-1;;talador border

10488;10633;sea;6505;-1;-1;-1;-1;;lightnings blade island
10488;10627;sea;6505;-1;-1;-1;-1;;lightnings blade island

######################################################################################################
#tanaan jungles
######################################################################################################
6538;10763;impassable;-1;-1;-1;-1;-1;;talador border
6538;10771;impassable;-1;-1;-1;-1;-1;;talador border
6548;10771;impassable;-1;-1;-1;-1;-1;;talador border
6462;10771;impassable;-1;-1;-1;-1;-1;;talador border
6462;10778;impassable;-1;-1;-1;-1;-1;;talador border
6551;10778;impassable;-1;-1;-1;-1;-1;;talador border
6568;10778;impassable;-1;-1;-1;-1;-1;;talador border
6568;10547;impassable;-1;-1;-1;-1;-1;;talador border
6568;10786;impassable;-1;-1;-1;-1;-1;;talador border
6572;10786;impassable;-1;-1;-1;-1;-1;;talador border
6589;10786;impassable;-1;-1;-1;-1;-1;;talador border
6589;829;impassable;-1;-1;-1;-1;-1;;talador border
6601;829;impassable;-1;-1;-1;-1;-1;;talador border

6625;10554;impassable;-1;-1;-1;-1;-1;;gorgond border
6625;10551;impassable;-1;-1;-1;-1;-1;;gorgond border
6583;10551;impassable;-1;-1;-1;-1;-1;;gorgond border
6583;10550;impassable;-1;-1;-1;-1;-1;;gorgond border
6599;6575;impassable;-1;-1;-1;-1;-1;;dark portal border
6576;6575;impassable;-1;-1;-1;-1;-1;;dark portal border
6576;6570;impassable;-1;-1;-1;-1;-1;;dark portal border
6645;6642;impassable;-1;-1;-1;-1;-1;;dark portal border
6645;6481;impassable;-1;-1;-1;-1;-1;;dark portal border
6631;6481;impassable;-1;-1;-1;-1;-1;;dark portal border
6631;6648;impassable;-1;-1;-1;-1;-1;;dark portal border

######################################################################################################
#frostfire ridge
######################################################################################################
5947;5938;impassable;-1;-1;-1;-1;-1;;magnarok
5947;6015;impassable;-1;-1;-1;-1;-1;;magnarok
6110;6015;impassable;-1;-1;-1;-1;-1;;magnarok
6110;5960;impassable;-1;-1;-1;-1;-1;;magnarok
6110;5958;impassable;-1;-1;-1;-1;-1;;magnarok
5906;5958;impassable;-1;-1;-1;-1;-1;;magnarok
5906;6051;impassable;-1;-1;-1;-1;-1;;magnarok
5901;6051;impassable;-1;-1;-1;-1;-1;;magnarok

#################
#Silverpine Forest
#################
2132;1843;sea;328;-1;-1;-1;-1;;Fenris Isle
1852;369;sea;328;-1;-1;-1;-1;;Fenris Isle
379;375;sea;328;-1;-1;-1;-1;;Fenris Isle
379;369;sea;328;-1;-1;-1;-1;;Fenris Isle
375;371;sea;328;-1;-1;-1;-1;;Fenris Isle
371;372;sea;328;-1;-1;-1;-1;;Fenris Isle
372;1842;sea;328;-1;-1;-1;-1;;Fenris Isle
371;1891;sea;328;-1;-1;-1;-1;;Fenris Isle

#################
#Western Plaguelands
#################
1903;1850;sea;346;-1;-1;-1;-1;;Caer Darrow

#################
#Eversong Woods
#################
438;3281;sea;3106;-1;-1;-1;-1;;Sunstrider Isle
3009;3008;sea;3102;-1;-1;-1;-1;;Sunstrider Isle
665;660;sea;402;-1;-1;-1;-1;;Tor'watha

#################
#Ghostlands
#################
4574;455;sea;402;-1;-1;-1;-1;;ghostland lake island
3138;455;sea;402;-1;-1;-1;-1;;ghostland lake island
715;4549;sea;3085;-1;-1;-1;-1;;Shalandis Isle

#################
#Dark Portal
#################
2854;6600;;;-1;-1;-1;-1;DARK_PORTAL_DRAENOR;to Draenor

#################
#Thandol Span
#################
851;1320;sea;;1857;5143;3750;6035;THANDOL_SPAN;thandol span

#################
#Sea Barriers
#################

6134;3416;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
397;3416;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
217;3416;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier

6158;640;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
6155;640;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
397;640;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier

6170;2384;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
6166;2384;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
6158;2384;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
453;2384;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier

6165;3448;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
5316;3448;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
453;3448;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier

6143;1523;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
6142;1523;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
6141;1523;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
6134;1523;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier

6143;5416;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
6132;5416;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
6129;5416;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier

6129;5373;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
6128;5373;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier

6128;5828;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
53;5828;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier
22;5828;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier

53;6850;impassable;-1;-1;-1;-1;-1;;EK KAL Sea Barrier

5600;5873;impassable;-1;-1;-1;-1;-1;;EK DRAENOR Sea Barrier
53;5873;impassable;-1;-1;-1;-1;-1;;EK DRAENOR Sea Barrier
51;5873;impassable;-1;-1;-1;-1;-1;;EK DRAENOR Sea Barrier
21;5873;impassable;-1;-1;-1;-1;-1;;EK DRAENOR Sea Barrier

1555;6851;impassable;-1;-1;-1;-1;-1;;EK DRAENOR Sea Barrier
21;6851;impassable;-1;-1;-1;-1;-1;;EK DRAENOR Sea Barrier

1555;2784;impassable;-1;-1;-1;-1;-1;;EK DRAENOR Sea Barrier

1568;6686;impassable;-1;-1;-1;-1;-1;;EK OUT Sea Barrier
1559;6686;impassable;-1;-1;-1;-1;-1;;EK OUT Sea Barrier
1555;6686;impassable;-1;-1;-1;-1;-1;;EK OUT Sea Barrier

1568;6684;impassable;-1;-1;-1;-1;-1;;EK OUT Sea Barrier
1565;6684;impassable;-1;-1;-1;-1;-1;;EK OUT Sea Barrier
1554;6684;impassable;-1;-1;-1;-1;-1;;EK OUT Sea Barrier

1565;6667;impassable;-1;-1;-1;-1;-1;;EK OUT Sea Barrier
1553;6667;impassable;-1;-1;-1;-1;-1;;EK OUT Sea Barrier

5316;10399;impassable;-1;-1;-1;-1;-1;;EK ARGUS Sea Barrier

5316;10394;impassable;-1;-1;-1;-1;-1;;EK ARGUS Sea Barrier
3118;10394;impassable;-1;-1;-1;-1;-1;;EK ARGUS Sea Barrier
3119;10394;impassable;-1;-1;-1;-1;-1;;EK ARGUS Sea Barrier
3095;10394;impassable;-1;-1;-1;-1;-1;;EK ARGUS Sea Barrier


########## Sea Barrier hole fixes: seal ocean<->lake incl. map-wrap (auto) ##########
25;6675;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7840;6848;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
86;6686;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
91;6684;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
517;6667;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
8060;10399;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7842;6850;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
5;5828;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
8111;1523;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
8111;3416;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7585;10394;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
57;6684;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7909;5416;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6149;5873;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
492;2384;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6508;5873;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6485;6851;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7880;5373;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7549;10394;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
55;2784;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
8064;3448;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6496;6851;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6431;6675;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6438;6675;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6511;5873;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7977;640;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7988;2384;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7872;5416;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7988;640;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7610;10399;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
57;6667;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
492;3448;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6506;6850;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6455;2784;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7963;3416;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
2955;10394;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6504;6851;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7909;1523;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6147;6675;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6145;6848;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6440;6848;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
91;6686;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7585;10399;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6148;2784;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6457;6848;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6147;2784;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6423;6675;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
5;5373;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7872;5373;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6498;6850;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
8064;10399;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6427;6848;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7963;640;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6504;5873;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6449;6848;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
86;2784;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6489;6850;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6457;6850;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7842;5828;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
55;6675;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7842;6848;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7311;1767;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7312;13749;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7604;10399;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7734;7701;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6148;6851;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7300;13734;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7317;13734;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
6511;6850;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
1605;117;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7317;13728;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix
7305;13734;impassable;-1;-1;-1;-1;-1;;Sea Barrier hole fix

-1;-1;;-1;-1;-1;-1;-1;-1
